ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
W161E6G,2010-04-29,2011-04-28,Male,54,2010-04-29,2,,,Lexus,Victoria Island,Lagos,Customized Motor,1
W1712TQ,2010-04-30,2011-04-29,Female,-76,2010-04-30,2,Bus,,Hyundai,Ilupeju,Lagos,CVTP,0
W17H5FW,2010-09-30,2011-09-29,Female,36,2010-09-30,1,,,,,,Car Plus,0
W18AZ8S,2010-01-27,2011-01-26,Male,37,2010-01-27,1,JEEP,Black,Ford,Surulere,Lagos,Car Classic,1
W1DPWW8,2010-05-08,2011-05-05,Female,45,2010-05-08,2,,,Skoda,Eti-Osa,Eti-Osa,Car Classic,0
W1GIO3R,2010-01-02,2011-01-01,NOT STATED,15,2010-01-02,1,Saloon,Dark Blue,BMW,,,Car Classic,0
W1HNY2Y,2010-04-19,2011-04-18,NOT STATED,13,2010-04-19,1,JEEP,,TOYOTA,,,Car Classic,0
W1IIXQ2,2010-09-17,2011-09-16,Male,40,2010-09-17,1,,,,,,CarSafe,0
W1OD1E5,2010-08-08,2011-04-22,Male,44,2010-08-08,3,Saloon,Black,TOYOTA,Mushin,Lagos,Car Classic,0
W1OOH34,2010-01-10,2011-01-09,Male,34,2010-01-10,1,Saloon,Blue,TOYOTA,,,Car Classic,0
W1PV9SZ,2010-05-31,2011-05-30,Male,21,2010-05-31,1,Saloon,,TOYOTA,,,CarSafe,0
W1UQNF3,2010-05-23,2011-05-22,Male,41,2010-05-23,1,JEEP,,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
W1W05UG,2010-08-14,2011-08-13,Female,39,2010-08-14,2,Saloon,Black,Honda,Lagos Mainland,Lagos,Car Plus,0
W1XQONU,2010-06-11,2011-06-10,Male,50,2010-06-11,1,Saloon,,Lexus,,,CarSafe,0
W24NW03,2010-09-27,2011-09-26,Male,36,2010-09-27,1,,,,ENUGU SOUTH,ENUGU-SOUTH,Car Classic,0
W2DY3TG,2010-04-16,2011-04-15,Entity,6,2010-04-16,1,Mini Bus,,TOYOTA,Warri,Delta,Car Classic,1
W2G2EDK,2010-08-11,2011-08-10,Male,37,2010-08-11,1,Saloon,,TOYOTA,,,CarSafe,0
W2NC79I,2010-06-14,2011-06-13,Female,29,2010-06-14,1,Saloon,,TOYOTA,,,Car Classic,0
W2Q03VQ,2010-04-27,2011-04-26,,42,2010-04-27,1,,Ash,Iveco,Victoria Island,Lagos,CVTP,0
W2QPNZ4,2010-02-08,2011-02-07,Male,48,2010-02-08,1,Saloon,Black,TOYOTA,,,Car Classic,0
W2TH1VN,2010-07-23,2011-07-22,Male,80,2010-07-23,1,,,TOYOTA,Victoria Island,Lagos,Car Classic,0
W2VA408,2010-06-19,2011-06-18,,34,2010-06-19,2,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
W2WR5VK,2010-03-15,2011-03-14,Male,31,2010-03-15,1,Saloon,,TOYOTA,,,Car Classic,0
W2YOEBR,2010-08-20,2011-08-19,Entity,10,2010-08-20,3,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Plus,1
W34DMXI,2010-04-30,2011-04-27,Female,40,2010-04-30,1,,,Honda,Lagos Mainland,Lagos,Car Classic,0
W375HV4,2010-07-11,2011-07-10,Entity,20,2010-07-11,4,Saloon,Black,Mercedes,Yaba,Benue,Car Classic,0
W39567Q,2010-04-12,2011-04-11,Male,45,2010-04-12,1,Saloon,,TOYOTA,,,CarSafe,0
W3BDMF8,2010-03-08,2011-03-07,Male,42,2010-03-08,1,Saloon,,Nissan,,,CarSafe,0
W3F2ZPX,2010-09-25,2011-09-24,Male,35,2010-09-25,1,,,,,,Car Classic,0
W3HV2NQ,2010-09-12,2011-03-05,Male,3,2010-09-12,1,,,,,,Car Classic,0
W3J2688,2010-11-25,2011-11-24,Male,34,2010-11-25,1,,,,,,Car Classic,0
W3MKRX7,2010-06-17,2011-06-16,Male,30,2010-06-17,1,Saloon,,Honda,,,Car Classic,0
W3NKNC0,2010-02-18,2011-02-17,Male,33,2010-02-18,1,Saloon,,Honda,Central,Benue,Car Classic,0
W3VEFR5,2010-05-02,2011-05-01,Male,120,2010-05-02,1,,Blue,Iveco,Victoria Island,Lagos,CVTP,1
W3VZR73,2010-05-02,2011-05-01,Male,37,2010-05-02,1,Saloon,Grey,TOYOTA,,,Car Classic,1
W474TH9,2010-11-07,2011-11-06,Male,34,2010-11-07,1,,,,,,Car Classic,0
W4A5AF7,2010-04-03,2011-04-02,Female,84,2010-04-03,1,JEEP,Blue,TOYOTA,,,Car Classic,0
W4GO4NH,2010-01-09,2011-01-08,Joint Gender,44,2010-01-09,1,Saloon,Black,Honda,GBAGADA,Benue,Car Classic,0
W4K39CN,2010-08-21,2011-08-20,Male,36,2010-08-21,2,,,,ENUGU EAST,ENUGU-EAST,Car Classic,0
W4MD99P,2010-12-18,2011-12-17,Male,47,2010-12-18,1,,,,,,Car Classic,0
W4STD9A,2010-01-13,2011-01-12,Female,1,2010-01-13,1,Saloon,,Mercedes,,,CarSafe,0
W4TBHJ4,2010-06-12,2011-06-11,Female,41,2010-06-12,1,JEEP,Silver,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
W4XER2R,2010-08-02,2011-08-01,Male,2,2010-08-02,1,,,,Victoria Island,Lagos,Motor Cycle,0
W50367B,2010-12-29,2011-12-28,Male,60,2010-12-29,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
W57SD6P,2010-01-28,2011-01-27,Male,45,2010-01-28,1,Saloon,,TOYOTA,,,CarSafe,0
W57ZOIU,2010-11-14,2011-11-13,Female,50,2010-11-14,1,Saloon,,Hyundai,,,CarSafe,0
W5BIQUJ,2010-11-01,2011-09-24,Male,44,2010-11-01,3,Saloon,Black,TOYOTA,Agege,Lagos,Car Classic,0
W5BS8ME,2010-07-05,2011-06-19,Male,29,2010-07-05,1,Saloon,Red,TOYOTA,Ajah,Lagos,Car Classic,0
W5CS8XT,2010-08-05,2011-08-04,Male,38,2010-08-05,1,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0
W5CSGKA,2010-07-18,2011-07-17,Female,36,2010-07-18,1,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0
W5ITHIV,2010-09-07,2011-09-06,Female,39,2010-09-07,1,,,,,,CarSafe,0
W5JIEXK,2010-03-22,2011-03-21,Entity,20,2010-03-22,1,,,Mack,Victoria Island,Lagos,CVTP,0
W5K6S2L,2010-04-30,2011-04-29,Male,42,2010-04-30,1,Saloon,,TOYOTA,,,CarSafe,0
W5LSUSG,2010-06-14,2011-06-13,Entity,9,2010-06-14,1,Saloon,Blue,TOYOTA,Ifo,Benue,Car Classic,0
W5RNEIX,2010-05-09,2011-05-08,Female,2,2010-05-09,2,Saloon,,Honda,,,CarSafe,0
W5RWWWA,2010-05-24,2011-05-23,NOT STATED,49,2010-05-24,1,Saloon,,Honda,,,CarSafe,0
W5UB1QM,2010-05-22,2011-05-21,Male,35,2010-05-22,1,Saloon,,TOYOTA,,,CarSafe,0
W5UJZPA,2010-08-07,2011-08-06,Male,40,2010-08-07,1,,,,,,CarSafe,0
W5XZW2M,2010-12-11,2011-12-10,Male,43,2010-12-11,1,Saloon,Black,Honda,Surulere,Lagos,Car Classic,0
W62Z31T,2010-09-19,2011-09-18,Male,37,2010-09-19,1,,,,,,CarSafe,0
W635EY9,2010-08-28,2011-08-27,Male,66,2010-08-28,3,JEEP,Blue,Honda,Eti-Osa,Eti-Osa,Car Classic,0
W64PKN5,2010-02-27,2011-02-26,Joint Gender,34,2010-02-27,1,Saloon,,TOYOTA,,,CarSafe,0
W656D3Q,2010-09-30,2011-09-29,NOT STATED,40,2010-09-30,1,,,,,,CarSafe,0
W6FH116,2010-09-06,2011-09-05,Female,39,2010-09-06,1,,,,,,Car Classic,0
W6FN6D0,2010-01-30,2011-01-29,Female,50,2010-01-30,1,Saloon,,Mitsubishi,,,CarSafe,0
W6K1AAI,2010-08-05,2011-02-03,Male,32,2010-08-05,1,,,,,,Car Classic,0
W6L72RD,2010-04-05,2011-04-04,Female,32,2010-04-05,3,Saloon,Grey,TOYOTA,,,Car Classic,0
W6P8DID,2010-12-10,2011-12-09,Male,37,2010-12-10,1,Saloon,Black,Lexus,,,Car Classic,0
W6RY69E,2010-01-22,2011-01-21,Female,31,2010-01-22,1,Saloon,,TOYOTA,,,CarSafe,0
W6SCZ02,2010-12-27,2011-12-27,Male,36,2010-12-27,1,JEEP,Blue,Hyundai,,,CarFlex,1
W6XQ6PP,2010-09-07,2011-09-06,Female,51,2010-09-07,2,JEEP,Silver,Mercedes,Lagos Island,Lagos,Car Classic,0
W6ZDRXE,2010-12-05,2011-12-04,Female,40,2010-12-05,1,,,,,,CarSafe,0
W71JFPC,2010-03-27,2011-03-26,Male,7,2010-03-27,1,Saloon,Black,Honda,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
W73BWCE,2010-06-20,2011-06-19,Female,61,2010-06-20,1,Saloon,Green,TOYOTA,Ikeja,Lagos,Car Classic,0
W76CSSS,2010-10-06,2011-06-10,Male,36,2010-10-06,2,Saloon,,TOYOTA,,,Car Classic,1
W7F0UFR,2010-07-05,2011-07-04,Male,43,2010-07-05,6,JEEP,Black,Honda,Victoria Island,Lagos,Car Classic,0
W7FEZ7I,2010-06-21,2011-06-20,Female,41,2010-06-21,1,Saloon,Wine,TOYOTA,Ikorodu,Lagos,Car Classic,1
W7FRIG7,2010-04-17,2011-04-16,Male,50,2010-04-17,1,Saloon,Ash,TOYOTA,,,CarSafe,0
W7M5610,2010-09-13,2011-09-10,Male,46,2010-09-13,1,,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1
W7N1CT3,2010-04-06,2011-04-05,Entity,20,2010-04-06,2,Saloon,Black,TOYOTA,Ikoyi,Lagos,Car Classic,0
W83TJSJ,2010-01-28,2011-01-27,Female,48,2010-01-28,1,JEEP,Black,Honda,Lekki,Lagos,Car Classic,0
W879MLJ,2010-09-26,2011-09-25,Female,46,2010-09-26,2,,,Ford,,,Car Classic,0
W8AKH7C,2010-09-17,2011-09-16,Male,42,2010-09-17,1,,,,,,CarSafe,0
W8CFKK5,2010-06-01,2011-05-31,Entity,93,2010-06-01,7,,As Attached,.,Lagos Island,Lagos,CVTP,0
W8E8U0O,2010-02-25,2011-02-24,Male,51,2010-02-25,4,Saloon,,Honda,Victoria Island,Lagos,Customized Motor,0
W8QX3PG,2010-12-05,2010-12-31,Female,48,2010-12-05,2,,,Land Rover,Victoria Island,Lagos,Customized Motor,0
W8RO33C,2010-01-01,2010-12-31,Entity,20,2010-01-01,3,,As Attached,,Lagos,Lagos,Muuve,1
W8XEX7G,2010-09-12,2011-09-08,Male,30,2010-09-12,1,Saloon,Silver,TOYOTA,,,Car Plus,0
W92H1YF,2010-11-22,2011-03-22,Male,44,2010-11-22,2,,,,,,Car Classic,0
W949L48,2010-07-31,2011-07-30,Male,12,2010-07-31,2,JEEP,,TOYOTA,Lekki,Lagos,Customized Motor,0
W984QM7,2010-01-26,2011-01-25,Female,48,2010-01-26,1,,,Honda,Victoria Island,Lagos,Car Classic,0
W9DWRXJ,2010-08-07,2011-08-06,Male,34,2010-08-07,2,Saloon,Grey,TOYOTA,Ikorodu,Lagos,Car Classic,1
W9KADRC,2010-01-16,2011-01-13,Male,41,2010-01-16,1,Saloon,,TOYOTA,,,Car Classic,0
W9TR63G,2010-04-27,2011-04-26,Female,38,2010-04-27,1,Saloon,,Mitsubishi,,,CarSafe,0
W9VGPON,2010-04-19,2011-04-18,Male,42,2010-04-19,1,Saloon,As Attached,Pontiac,Abuja,Abuja,Car Plus,0
W9WO3WD,2010-01-15,2011-01-14,Female,12,2010-01-15,3,,,TOYOTA,Victoria Island,Lagos,Customized Motor,0
WA4LKEF,2010-01-11,2011-01-10,Female,45,2010-01-11,1,Saloon,,TOYOTA,,,CarSafe,0
WA5661C,2010-07-15,2011-07-14,Male,31,2010-07-15,2,JEEP,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
WA8FJU2,2010-01-04,2011-01-03,Female,31,2010-01-04,1,Saloon,,Ford,,,CarSafe,0
WAGO60D,2010-02-20,2011-02-19,Male,43,2010-02-20,1,Saloon,,TOYOTA,,,CarSafe,0
WAHHK42,2010-12-17,2011-12-16,Male,28,2010-12-17,2,,,Ford,Lagos Mainland,Lagos,Car Classic,0
WAHY7WZ,2010-12-30,2011-12-29,Male,48,2010-12-30,1,JEEP,Black,ACURA,Shagamu,Ogun,Car Classic,0
WAR93TR,2010-06-14,2011-06-13,Male,62,2010-06-14,1,Saloon,Black,Porsche,Victoria Island,Lagos,Car Classic,0
WARCI0V,2010-05-31,2011-05-30,Male,120,2010-05-31,1,Saloon,Grey,Lexus,Victoria Island,Lagos,Car Classic,0
WARP80S,2010-03-28,2011-03-27,NOT STATED,40,2010-03-28,1,Saloon,,TOYOTA,,,CarSafe,0
WAXG694,2010-03-04,2011-03-03,Male,50,2010-03-04,1,Saloon,,TOYOTA,,,CarSafe,0
WAZPYRS,2010-03-20,2011-03-19,Male,1,2010-03-20,1,Saloon,,TOYOTA,,,CarSafe,0
WB14DTA,2010-09-06,2011-09-05,Male,320,2010-09-06,1,JEEP,As Attached,Range Rover,Ketu,Lagos,Car Classic,0
WB2LNIA,2010-12-11,2011-12-10,Female,35,2010-12-11,1,Saloon,,TOYOTA,,,CarFlex,0
WB5XOMI,2010-10-23,2011-10-22,Joint Gender,31,2010-10-23,1,,,,,,CarSafe,0
WB8ST5V,2010-06-09,2011-06-08,Male,73,2010-06-09,2,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
WBEE4X5,2010-02-21,2011-02-20,Male,46,2010-02-21,1,Saloon,,Nissan,,,CarSafe,0
WBJFT65,2010-03-22,2011-03-21,Female,52,2010-03-22,2,,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
WBL281R,2010-04-23,2011-04-22,Male,34,2010-04-23,1,Saloon,Black,TOYOTA,,,Car Classic,1
WBPGXGN,2010-04-17,2011-04-16,,120,2010-04-17,1,,Silver,Kia,Victoria Island,Lagos,Customized Motor,0
WBR65I8,2010-12-17,2011-10-20,Male,71,2010-12-17,1,Saloon,Black,TOYOTA,,,Car Classic,0
WBT5381,2010-09-20,2011-09-19,Male,11,2010-09-20,5,,,,,,Car Classic,0
WBUS79V,2010-12-22,2011-06-20,Female,30,2010-12-22,1,,,,,,Car Classic,0
WBVBPBY,2010-08-23,2011-08-22,Female,53,2010-08-23,1,,Black,TOYOTA,Victoria Island,Lagos,CVTP,0
WBXASK9,2010-02-01,2011-01-31,Male,27,2010-02-01,2,Saloon,Gold,TOYOTA,Ajah,Lagos,Car Classic,1
WBYSZIX,2010-01-29,2011-01-28,Male,47,2010-01-29,1,JEEP,,Ford,,,CarSafe,0
WC2S1BK,2010-11-26,2011-04-23,Male,42,2010-11-26,1,Saloon,Grey,Lexus,Surulere,Lagos,Car Classic,0
WC2Y50D,2010-06-05,2011-06-04,Female,49,2010-06-05,3,Saloon,Black,Nissan,Olamabolo,Benue,Car Plus,0
WC9EYPT,2010-07-16,2011-07-15,Male,39,2010-07-16,1,Saloon,,TOYOTA,,,CarSafe,0
WCBJ1U5,2010-09-04,2011-09-03,Female,35,2010-09-04,1,,Blue,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,1
WCCEQC6,2010-12-04,2011-02-06,Male,38,2010-12-04,1,Saloon,Silver,Lexus,Eti-Osa,Eti-Osa,Car Classic,1
WCDUW7N,2010-03-20,2011-03-19,Male,39,2010-03-20,1,JEEP,Grey,ACURA,Ikeja,Lagos,Car Classic,1
WCGQTOK,2010-11-01,2011-04-30,Female,40,2010-11-01,1,,,,,,Car Classic,0
WCI6KK0,2010-03-27,2011-03-26,Male,48,2010-03-27,1,,,Lexus,Oshodi-Isolo,Oshodi-Isolo,Customized Motor,0
WCLK01P,2010-05-29,2011-05-28,Female,48,2010-05-29,1,Saloon,,Mitsubishi,,,CarSafe,0
WCR81XN,2010-04-24,2011-04-23,Male,43,2010-04-24,1,Saloon,,TOYOTA,,,CarSafe,0
WCX11YF,2010-01-10,2011-01-09,Female,32,2010-01-10,1,Sedan,,Lexus,Abuja,Abuja,Car Classic,1
WCX8WJ5,2010-01-30,2011-01-29,Male,54,2010-01-30,2,,,Kia,Warri,Delta,Car Classic,1
WCYFOHJ,2010-08-02,2011-08-01,Male,44,2010-08-02,1,Saloon,,TOYOTA,,,CarSafe,0
WD1WOSD,2010-12-05,2011-12-04,Female,36,2010-12-05,1,,,,,,CarSafe,0
WD487W3,2010-07-02,2011-07-01,Male,41,2010-07-02,1,Saloon,,TOYOTA,,,CarSafe,0
WDL5XXB,2010-11-16,2011-09-07,Male,34,2010-11-16,1,,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0
WDO86UE,2010-12-13,2011-12-12,Male,45,2010-12-13,1,,,,,,Car Classic,1
WDSFY9B,2010-11-29,2011-11-26,Male,40,2010-11-29,1,Sedan,Black,TOYOTA,,,Car Classic,0
WDTXV3Y,2010-02-01,2011-01-24,Male,55,2010-02-01,2,Saloon,Black,Lexus,Ikeja,Lagos,Car Classic,0
WDXBPNJ,2010-11-09,2010-12-31,,38,2010-11-09,2,Saloon,,TOYOTA,Victoria Island,Lagos,Customized Motor,0
WE32FW4,2010-10-25,2011-08-08,Male,42,2010-10-25,2,,,,,,Car Classic,0
WE4MMXG,2010-05-13,2011-05-12,Female,36,2010-05-13,3,JEEP,White,TOYOTA,,,Car Classic,0
WEQXO8C,2010-07-04,2011-07-03,Female,59,2010-07-04,1,Saloon,,Honda,,,CarSafe,0
WERRQ8K,2010-06-27,2011-06-26,Female,41,2010-06-27,1,Mini Bus,,TOYOTA,Jos North,Jos-North,Car Classic,0
WES7KQ9,2010-04-30,2011-04-29,Male,20,2010-04-30,3,Saloon,Black,Honda,Victoria Island,Lagos,Car Classic,0
WETOF8A,2010-04-03,2011-04-02,Male,68,2010-04-03,1,Saloon,,Nissan,Eti-Osa,Eti-Osa,CarSafe,0
WEZP5OK,2010-11-14,2011-11-11,Female,37,2010-11-14,1,,,,,,Car Classic,0
WF4U8FL,2010-06-10,2011-06-09,Male,48,2010-06-10,1,Saloon,,Nissan,,,CarSafe,0
WF4V8JA,2010-11-18,2011-11-17,Female,38,2010-11-18,1,Saloon,Black,Hyundai,Surulere,Lagos,Car Classic,0
WF6CV5K,2010-05-02,2011-05-01,Male,33,2010-05-02,1,Saloon,,Honda,Benin,Edo,Car Classic,0
WF74TQ0,2010-02-22,2011-02-21,Female,64,2010-02-22,1,Saloon,Gold,Hyundai,Ife North,Ife-North,Car Classic,0
WF8P858,2010-03-27,2011-03-25,Male,72,2010-03-27,1,JEEP,Black,TOYOTA,Lagos,Lagos,Car Classic,0
WFAE7H9,2010-03-04,2011-03-03,Male,43,2010-03-04,1,Saloon,Black,TOYOTA,Ikoyi,Lagos,Car Classic,0
WFAOMIW,2010-06-07,2011-06-06,Male,32,2010-06-07,1,Saloon,,Volvo,,,CarSafe,0
WFBDPU6,2010-10-17,2011-10-16,Male,44,2010-10-17,2,,,,Anambra East,Anambra-East,CarSafe,0
WFFL8RK,2010-12-24,2011-12-23,Male,37,2010-12-24,1,Saloon,,Honda,,,CarSafe,0
WFNT1PH,2010-02-26,2011-02-13,Male,39,2010-02-26,1,,Blue,Iveco,Victoria Island,Lagos,CVTP,1
WFP5IEJ,2010-01-17,2011-01-16,Male,45,2010-01-17,1,JEEP,,Hyundai,Ikeja,Lagos,CarSafe,0
WFRAMQ0,2010-10-08,2011-02-24,Male,51,2010-10-08,4,,Black,BMW,Victoria Island,Lagos,Customized Motor,0
WFUWT1G,2010-12-28,2011-12-27,Male,34,2010-12-28,1,Saloon,,TOYOTA,,,CarSafe,0
WFVMJEH,2010-03-07,2011-03-06,Male,50,2010-03-07,1,Saloon,,Mercedes,,,CarSafe,0
WG5IK8W,2010-10-19,2011-04-18,Male,32,2010-10-19,1,Saloon,Black,TOYOTA,Alimosho,Lagos,Car Classic,0
WG73T1J,2010-03-20,2011-03-18,Female,42,2010-03-20,2,Saloon,Black,TOYOTA,,,CarSafe,0
WG9LIGH,2010-08-14,2011-08-13,Male,120,2010-08-14,1,,,TOYOTA,Victoria Island,Lagos,CVTP,0
WG9OHBV,2010-12-15,2011-12-14,Male,40,2010-12-15,1,Saloon,,TOYOTA,,,CarSafe,0
WGDEY1Z,2010-01-07,2011-01-06,Male,41,2010-01-07,1,JEEP,Black,TOYOTA,Ikwerre,Benue,Car Classic,0
WGP0YK6,2010-06-28,2011-06-27,Female,41,2010-06-28,1,Saloon,,Ford,,,CarSafe,0
WGP510H,2010-01-30,2011-01-29,Male,39,2010-01-30,1,Saloon,,TOYOTA,,,CarSafe,0
WGRJRBY,2010-11-28,2011-11-27,Male,44,2010-11-28,1,,,,Abuja,Abuja,Car Classic,0
WGS2BJ9,2010-07-30,2011-07-29,Male,42,2010-07-30,1,Saloon,,TOYOTA,,,CarSafe,0
WGU8MJN,2010-09-17,2011-09-15,Male,50,2010-09-17,1,,,,,,CarSafe,0
WGXNUS0,2010-09-10,2011-09-09,Male,49,2010-09-10,1,,,,,,Car Classic,0
WGYNDUT,2010-02-20,2011-02-19,Female,40,2010-02-20,1,Saloon,As Attached,Hyundai,,,Car Classic,0
WH7KMFC,2010-10-12,2011-08-09,Male,50,2010-10-12,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
WH7VCWQ,2010-01-28,2011-01-27,Male,30,2010-01-28,1,Saloon,,ACURA,Port Harcourt,Rivers,Car Classic,0
WH88J5K,2010-03-02,2011-03-01,Male,33,2010-03-02,1,Saloon,,TOYOTA,,,CarSafe,0
WHJTT0D,2010-12-02,2011-12-01,Female,31,2010-12-02,1,JEEP,White,Lexus,Ketu,Lagos,Car Classic,0
WHK0FHE,2010-12-23,2011-03-22,Male,35,2010-12-23,1,JEEP,Grey,Lexus,Ifo,Benue,Car Classic,0
WHUIQMK,2010-07-15,2011-07-14,Female,39,2010-07-15,1,JEEP,Black,Lexus,,,Car Classic,0
WHZ37HY,2010-01-09,2011-01-08,Male,44,2010-01-09,1,JEEP,Black,Mitsubishi,Lekki,Lagos,Car Classic,0
WI3OBPV,2010-07-02,2011-07-01,Male,40,2010-07-02,1,JEEP,,Lexus,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
WI5GCB7,2010-04-26,2011-04-24,Male,30,2010-04-26,1,Saloon,Silver,TOYOTA,OGBA,Benue,Car Classic,1
WIHUYUC,2010-12-27,2011-12-26,,120,2010-12-27,1,JEEP,Silver,Mercedes,Victoria Island,Lagos,Car Classic,0
WIJC9WN,2010-05-23,2011-05-22,Entity,26,2010-05-23,1,Saloon,Silver,Hyundai,Lagos Island,Lagos,Car Classic,0
WIN3V8D,2010-08-26,2011-08-25,Female,31,2010-08-26,1,,,,,,Car Classic,0
WIUMT56,2010-02-26,2011-01-09,Male,43,2010-02-26,1,Saloon,Grey,TOYOTA,,,Car Classic,1
WJ0WDKS,2010-03-04,2011-03-03,Male,43,2010-03-04,1,Saloon,,Volkswagen,,,CarSafe,0
WJ26MWU,2010-12-24,2011-12-23,Female,39,2010-12-24,1,,,,,,CarSafe,0
WJE33RT,2010-02-18,2011-02-17,Male,67,2010-02-18,1,Saloon,,Mercedes,,,CarSafe,0
WJEOAJF,2010-05-28,2011-05-27,Male,46,2010-05-28,1,Saloon,Black,TOYOTA,,,CarSafe,0
WJGJ0ZT,2010-02-27,2011-02-13,Male,43,2010-02-27,1,Saloon,Blue,Kia,,,Car Classic,0
WJLFMJ1,2010-08-28,2011-08-27,Male,38,2010-08-28,1,,,,,,Car Plus,0
WJOVSX6,2010-01-24,2011-01-23,Male,68,2010-01-24,1,Saloon,,TOYOTA,Ikeja,Lagos,CarSafe,0
WK5CEC4,2010-04-25,2011-01-05,Male,30,2010-04-25,1,Saloon,Silver,TOYOTA,,,Car Classic,0
WK8KESW,2010-10-22,2011-10-21,Male,40,2010-10-22,1,,,,,,CarSafe,0
WKMBBME,2010-11-11,2011-11-09,Male,38,2010-11-11,1,,,,,,CarFlex,0
WKOLP2O,2010-10-24,2011-01-21,Female,29,2010-10-24,1,,,,,,CarFlex,0
WKPDW99,2010-01-25,2011-01-13,Female,72,2010-01-25,3,JEEP,,Infiniti,Oshodi-Isolo,Oshodi-Isolo,Car Classic,1
WKPEO4J,2010-03-13,2011-03-12,Male,40,2010-03-13,2,Saloon,Black,Kia,Ikeja,Lagos,Car Classic,0
WKPMUMU,2010-02-25,2011-01-08,Female,27,2010-02-25,2,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Plus,0
WKS1K77,2010-01-16,2011-01-15,Male,34,2010-01-16,2,Saloon,As Attached,TOYOTA,,,Car Plus,0
WKS5V0N,2010-05-23,2011-05-16,Female,36,2010-05-23,1,Saloon,Black,TOYOTA,,,Car Classic,1
WKSF566,2010-10-24,2011-10-23,Male,40,2010-10-24,1,,,,,,CarSafe,0
WKSRQY1,2010-03-18,2011-03-17,Female,120,2010-03-18,1,JEEP,,TOYOTA,Victoria Island,Lagos,Car Classic,0
WKUDNJG,2010-07-08,2011-07-07,Male,46,2010-07-08,1,Saloon,Blue,TOYOTA,,,Car Classic,1
WL1R9RI,2010-08-02,2011-07-06,Female,40,2010-08-02,1,Saloon,,TOYOTA,Benin,Edo,Car Classic,0
WL4VCPA,2010-07-24,2011-07-23,Female,40,2010-07-24,1,Saloon,,TOYOTA,,,CarSafe,0
WL920B2,2010-01-30,2011-01-29,Female,35,2010-01-30,1,Saloon,,TOYOTA,Ogbmosho South,Ogbmosho-South,Car Classic,1
WLAGD16,2010-10-31,2011-04-29,Female,27,2010-10-31,1,Saloon,Grey,TOYOTA,,,Car Classic,0
WLD2NOV,2010-04-25,2011-04-24,Female,44,2010-04-25,2,JEEP,As Attached,TOYOTA,Surulere,Lagos,Car Classic,0
WLNIORN,2010-01-21,2011-01-20,Male,43,2010-01-21,1,Saloon,Black,Honda,Kosofe,Benue,Car Classic,0
WLQ3IST,2010-06-28,2011-06-27,Female,42,2010-06-28,1,Saloon,Red,Hyundai,,,Car Classic,0
WLQGI9V,2010-09-30,2011-09-29,Male,47,2010-09-30,2,Saloon,Black,TOYOTA,Port-Harcourt,Port-Harcourt,Car Classic,0
WM3SDN0,2010-07-25,2011-07-24,Male,42,2010-07-25,1,JEEP,Ash,Lexus,,,Car Classic,0
WM4GGLT,2010-03-27,2011-03-26,,120,2010-03-27,1,,,Hyundai,Victoria Island,Lagos,Customized Motor,0
WM4Z2Q9,2010-03-19,2011-03-18,Male,50,2010-03-19,1,Saloon,,BMW,,,CarSafe,0
WM7NV5R,2010-05-23,2011-05-22,Male,44,2010-05-23,1,JEEP,Black,Mercedes,Surulere,Lagos,Car Classic,0
WMJ7C1A,2010-10-05,2011-10-04,Male,50,2010-10-05,1,Saloon,,Mercedes,,,CarSafe,0
WMMOK23,2010-08-07,2011-08-06,Male,52,2010-08-07,3,,As Attached,TOYOTA,Apapa,Lagos,CVTP,0
WMPMH7J,2010-09-16,2011-09-15,Male,51,2010-09-16,3,Saloon,,Mercedes,Abuja Municipal,Abuja-Municipal,Car Plus,0
WMR32DW,2010-01-14,2011-01-13,Entity,120,2010-01-14,4,Bus,,TOYOTA,Ikoyi,Lagos,CVTP,0
WMSBYMR,2010-05-09,2011-05-08,Female,29,2010-05-09,1,Saloon,,TOYOTA,,,Car Classic,0
WMSRC8A,2010-02-06,2011-02-05,Entity,9,2010-02-06,1,,,TOYOTA,Abuja,Abuja,CVTP,0
